"cod_prd_ref";"note_ref";"Indicateur_moyen_Brut";"PourcNote";"PourcNoteCohorte";"PourcNoteCohorte5"
"        2023T3";1;0,316805618;0,0144413665743306;0,0805355303810505;0,164493058477072
"        2023T3";2;0,489182146;0,0167826014079785;0,164984552008239;0,336979385780395
"        2023T3";3;0,786474689;0,0118710049502571;0,050875386199794;0,103912494741271
"        2023T3";4;0,799015286;0,0103104794081668;0,0364572605561277;0,0744636095919226
"        2023T3";5;0,95146572;0,0129602506897374;0,156745623069001;0,320151451409339
"        2023T3";6;1,05;0,0169584319951821;0,510401647785788;0
"        2023T4";1;0,223776233;0,0139612188365651;0,0756302521008403;0,163071613459879
"        2023T4";2;0,578951394;0,0170549782098558;0,162865146058423;0,351164797238999
"        2023T4";3;0,745766568;0,0112462152160331;0,0468187274909964;0,100949094046592
"        2023T4";4;0,739820174;0,0110094949612629;0,0378151260504202;0,0815358067299396
"        2023T4";5;0,954944123;0,0119724786266562;0,140656262505002;0,30327868852459
"        2023T4";6;1,05;0,0183408384774367;0,536214485794318;0
